Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EURINR=X,EURINR=X,EURINR=X,EURINR=X,EURINR=X,EURINR=X
Date,,,,,,
2023-01-02 00:00:00+00:00,88.48200226,88.48200226,88.40000153,87.15769958,87.15769958,0
2023-01-03 00:00:00+00:00,88.30000305,88.30000305,88.31300354,87.22599792,88.29199982,0
2023-01-04 00:00:00+00:00,87.21900177,87.21900177,87.92299652,87.21900177,87.21900177,0
2023-01-05 00:00:00+00:00,87.60500336,87.60500336,87.80799866,86.75700378,87.58000183,0
2023-01-06 00:00:00+00:00,86.82700348,86.82700348,87.61499786,86.64700317,86.81900024,0
2023-01-09 00:00:00+00:00,87.50099945,87.50099945,88.28500366,85.69190216,85.69190216,0
2023-01-10 00:00:00+00:00,88.12400055,88.12400055,88.24700165,87.44599915,88.10700226,0
2023-01-11 00:00:00+00:00,87.58200073,87.58200073,87.93599701,87.41200256,87.5739975,0
2023-01-12 00:00:00+00:00,87.80500031,87.80500031,88.14399719,87.37799835,87.78099823,0
2023-01-13 00:00:00+00:00,88.01100159,88.01100159,88.30400085,87.72699738,88.00299835,0
2023-01-16 00:00:00+00:00,87.95200348,87.95200348,88.34400177,86.94480133,86.94480133,0
2023-01-17 00:00:00+00:00,88.35299683,88.35299683,88.61599731,87.94599915,88.35299683,0
2023-01-18 00:00:00+00:00,88.0039978,88.0039978,88.27300262,87.81199646,87.98400116,0
2023-01-19 00:00:00+00:00,87.86399841,87.86399841,88.06300354,87.58300018,87.86000061,0
2023-01-20 00:00:00+00:00,87.93699646,87.93699646,88.02999878,87.60099792,87.93299866,0
2023-01-23 00:00:00+00:00,87.86199951,87.86199951,88.8010025,86.8513031,86.8513031,0
2023-01-24 00:00:00+00:00,88.54100037,88.54100037,88.76200104,88.41799927,88.52200317,0
2023-01-25 00:00:00+00:00,88.76799774,88.76799774,89.08000183,88.49099731,88.79299927,0
2023-01-26 00:00:00+00:00,88.95500183,88.95500183,88.99299622,88.36499786,88.93800354,0
2023-01-27 00:00:00+00:00,88.64199829,88.64199829,88.76000214,88.3239975,88.66300201,0
2023-01-30 00:00:00+00:00,88.51899719,88.51899719,88.86599731,87.68119812,87.68119812,0
2023-01-31 00:00:00+00:00,88.375,88.375,88.75499725,88.37200165,88.37200165,0
2023-02-01 00:00:00+00:00,88.73600006,88.73600006,89.23300171,88.65000153,88.72100067,0
2023-02-02 00:00:00+00:00,89.9469986,89.9469986,90.36100006,89.38600159,89.95999908,0
2023-02-03 00:00:00+00:00,89.39099884,89.39099884,89.6269989,88.79799652,89.38300323,0
2023-02-06 00:00:00+00:00,88.69000244,88.69000244,89.09999847,88.43199921,88.43199921,0
2023-02-07 00:00:00+00:00,88.70400238,88.70400238,88.79000092,88.33200073,88.68599701,0
2023-02-08 00:00:00+00:00,88.83100128,88.83100128,88.8730011,88.4280014,88.84400177,0
2023-02-09 00:00:00+00:00,88.4980011,88.4980011,88.93099976,88.45700073,88.48999786,0
2023-02-10 00:00:00+00:00,88.56300354,88.56300354,88.58000183,87.93099976,88.55400085,0
2023-02-13 00:00:00+00:00,88.02600098,88.02600098,88.54100037,87.27819824,87.27819824,0
2023-02-14 00:00:00+00:00,88.54699707,88.54699707,89.2990036,88.52200317,88.56300354,0
2023-02-15 00:00:00+00:00,88.92900085,88.92900085,88.9960022,88.27400208,88.92900085,0
2023-02-16 00:00:00+00:00,88.40399933,88.40399933,88.55000305,88.15699768,88.42099762,0
2023-02-17 00:00:00+00:00,88.13200378,88.13200378,88.30400085,87.82499695,88.11100006,0
2023-02-20 00:00:00+00:00,88.43299866,88.43299866,88.41500092,86.98560333,86.98660278,0
2023-02-21 00:00:00+00:00,88.25700378,88.25700378,88.45999908,88.05200195,88.25099945,0
2023-02-22 00:00:00+00:00,88.18499756,88.18499756,88.27600098,87.86199951,88.1760025,0
2023-02-23 00:00:00+00:00,87.77500153,87.77500153,87.88600159,87.32499695,87.79100037,0
2023-02-24 00:00:00+00:00,87.48600006,87.48600006,87.65499878,87.25099945,87.47799683,0
2023-02-27 00:00:00+00:00,87.37000275,87.37000275,87.66500092,86.54920197,86.54920197,0
2023-02-28 00:00:00+00:00,87.60600281,87.60600281,87.8239975,87.43299866,87.61399841,0
2023-03-01 00:00:00+00:00,87.34100342,87.34100342,88.05500031,87.20300293,87.32499695,0
2023-03-02 00:00:00+00:00,87.85399628,87.85399628,88,87.24099731,87.83699799,0
2023-03-03 00:00:00+00:00,87.21600342,87.21600342,87.35299683,86.53800201,87.21600342,0
2023-03-06 00:00:00+00:00,86.81600189,86.81600189,87.39299774,85.9720993,85.9720993,0
2023-03-07 00:00:00+00:00,87.34799957,87.34799957,87.43599701,86.47699738,87.33899689,0
2023-03-08 00:00:00+00:00,86.44000244,86.44000244,86.61599731,86.17900085,86.44799805,0
2023-03-09 00:00:00+00:00,86.38300323,86.38300323,86.77500153,86.22000122,86.38300323,0
2023-03-10 00:00:00+00:00,86.73500061,86.73500061,87.53500366,86.71800232,86.7519989,0
2023-03-13 00:00:00+00:00,87.12599945,87.12599945,88.16100311,85.84860229,85.84860229,0
2023-03-14 00:00:00+00:00,88.13800049,88.13800049,88.48600006,87.91000366,88.12999725,0
2023-03-15 00:00:00+00:00,88.16899872,88.16899872,88.53900146,87.06400299,88.16000366,0
2023-03-16 00:00:00+00:00,87.66500092,87.66500092,87.83200073,87.35900116,87.62000275,0
2023-03-17 00:00:00+00:00,87.61599731,87.61599731,87.97499847,87.59300232,87.61599731,0
2023-03-20 00:00:00+00:00,87.94200134,87.94200134,88.48500061,86.78700256,86.78700256,0
2023-03-21 00:00:00+00:00,88.36799622,88.36799622,89.08300018,88.33499908,88.36799622,0
2023-03-22 00:00:00+00:00,88.9960022,88.9960022,89.15699768,88.88300323,88.98799896,0
2023-03-23 00:00:00+00:00,89.625,89.625,89.74500275,89.27999878,89.61599731,0
2023-03-24 00:00:00+00:00,89.04599762,89.04599762,89.05599976,88.30899811,89.03800201,0
2023-03-27 00:00:00+00:00,88.52600098,88.52600098,88.77100372,88.47299957,88.52999878,0
2023-03-28 00:00:00+00:00,88.7539978,88.7539978,89.02999878,88.69000244,88.74500275,0
2023-03-29 00:00:00+00:00,88.98200226,88.98200226,89.36000061,88.90799713,89.01899719,0
2023-03-30 00:00:00+00:00,89.05500031,89.05500031,89.59600067,88.90699768,89.03900146,0
2023-03-31 00:00:00+00:00,89.44200134,89.44200134,89.60900116,89.1230011,89.45800018,0
2023-04-03 00:00:00+00:00,89.02600098,89.02600098,89.66600037,88.85700226,88.8710022,0
2023-04-04 00:00:00+00:00,89.59700012,89.59700012,90.01100159,89.39299774,89.59700012,0
2023-04-05 00:00:00+00:00,89.89600372,89.89600372,89.99099731,89.29299927,89.88800049,0
2023-04-06 00:00:00+00:00,89.27799988,89.27799988,89.38200378,89.08499908,89.27799988,0
2023-04-07 00:00:00+00:00,89.30500031,89.30500031,89.31500244,88.29000092,89.30500031,0
2023-04-10 00:00:00+00:00,89.30599976,89.30599976,89.30599976,88.28900146,89.30599976,0
2023-04-11 00:00:00+00:00,88.31700134,88.31700134,89.6289978,88.31700134,88.31700134,0
2023-04-12 00:00:00+00:00,89.51599884,89.51599884,90.10099792,89.49900055,89.50800323,0
2023-04-13 00:00:00+00:00,90.05999756,90.05999756,90.29299927,89.9260025,90.04299927,0
